"Name","Acronym","No. INSCRIP-TION","DATE DE RECONNAISSANCE","Contact person","Address","Website","Tel","Base country of org","Sector","Location","Ali's notes","NATIONALITE","No. DU MONITEUR","Notes"
"Organisation des Jeunes Intellectuels de Bel-Air","OJIB",,,"Wilfrid A. Victor","rue Monseigneur Guilloux # 88",,"692-4656","Haiti",,,,,,
"Centre de Developpement Rural de l'Eglise de Dieu Evangelique Maranatha","CEDREDEM",,,"Kesner Attis","Rue Monseigneur Guilloux #253 à l'etage",,"446-5402","Haiti",,,,,,
"Association des Residents de Beau Village","AREBOV",,,"Guy Saint Vil","rue Monseigneur Guilloux prolon.#2",,"555-5568","Haiti",,,,,,
"Initiative des Jeunes pour l'Epanouissement de la Section Dufresney","IJESED/CARREFOUR",,,"Brutus Yvan / Coord.","Rue Monseigneur Guilloux Prolongée",,"3425-6031","Haiti",,,,,,
"Comité des Marchandes de Savane Pistache","COMASAP",,,"Rodan Michel","Rue Monseigneur Guilloux Prolongée # 626",,,"Haiti",,,,,,
"Union des Frères pour la Population de ka Zone Marchand Morne l'Hopital","UFPM",,,"Saint Juste Anglade","Rue Monseigneur Guilloux prolongée ( Marchand morne l'Hopital) "" Renouvellement""",,"3711-8683","Haiti",,,,,,
"Groupe d'Action Integré pour la Gestion et le Developpement de la 2eme Circonscription de Port-au-Prince","GRAIGEDEC",,,"Saint Eloi Rissler","Rue Monseigneur Guilloux prolongée, rue Timoléon # 6",,"3832-4821","Haiti",,,,,,
"Mouvement des Citoyens pour le Developpement Réel","MOCIDR",,,"Ronald desruisseau","Rue Monseigneur Guilloux, imp Noé",,"3814-1865","Haiti",,,,,,
"Centre d'Acadrement Evangelique des Pauvres Enfants d'Haiti","CEEPEH",,,"Joël Elysée","Rue Monseigneur Guilloux, Rue Bien-Aimé # 17 "" Renouvellement""",,"3703-0679","Haiti","Children & Youth",,,,,
"Association Haitienne des Educateurs Retraites","AHER",,,"Marie Alice Louis","Rue Monseigneur Testard # 6, Christ-Roi",,"245-6433 ","Haiti","Education",,,,,
"Organisation de developpement Morne l'Hopital","ODMH",,,"Manel Mital","Rue Monseilleur Guilloux # 32 bis",,,"Haiti","___________",,,,,
"Organisation Tête Ensemble Ensemble des Descayettes pour le Progrès","OTEDP",,,"Jeunes Jean Frédo","Rue Monsigneur Guilloux, imp Bellevue # 26",,,"Haiti",,,,,,
"Action Chretienne contre la Misère dans l'Artibonite","ACCREMA",,,"Metayer Jean-Michel","Rue Montagneuse # 75, Anse Rouge",,,"Haiti","Arts & Culture",,,,,
"Secteur de Transport Public Haitien","STPH",,,"Réjouis Eluis","Rue Montalais # 15",,"555-6821","Haiti",,,,,,
"Syndicat des Chauffeurs Public du Departement de l'Ouest","SCPDO",,,"Georges Lalane","Rue Montalais # 15, 2eme étage",,"3854-7230","Haiti",,,,,,
"Association des Professionnelles Unies pour Batir haïti","APUBH",,,"Theme Rodrigue","Rue Montalais # 208",,"552-2288","Haiti",,,,,,
"Association Educative des Petits Enfants d'Haiti","AEPEH",,,"Wadner Brutus","Rue Montalais # 28",,"3741-0245","Haiti","Children & Youth",,,,,
"Association des Jeunes pour la Relève du Pays","AJRP",,,"jean Mikelita","Rue Montalais, Ecole République  du Panama",,,"Haiti",,,,,,
"Ayiti Kilti Imaj","AKI",,,"Duperval Carl","Rue Montalais, ruelle Morisseau",,"3403-1805","Haiti","Arts & Culture",,,,,
"Oganizasyon Ti moun d'Ayiti pou la Vi Miyò","OIMAVI",,,"Yolette Jean / Président","Rue Nadal # 1, Rte canapé Vert",,,"Haiti","Children & Youth",,,,,
"Association des Victimes du Drame de Nerette","ASSOVINERETTE",,,"Backer Jean-Baptiste / Président","Rue Narcisse, Nerette",,"3474-4513","Haiti",,,,,,
"Organisation des Jeunes pour l'Avenir et de Développement Intégral d'Haiti","OJAIDH",,,"Phérolus Makenson","Rue Nathan, Delmas 32",,"3722-9253","Haiti",,,,,,
"Organisation pour la Promotion de la Protection et du Developpement du Departement du Sud","OPPEDDS/SUD",,,"Itady Frantz","Rue Nicolas Geffrard # 110 # 110",,"737-1082","Haiti",,,,,,
"Plate-Forme des Militants du Sud","PMS-SUD",,,"Lubin Adler","Rue Nicolas Geffrard / Cayes",,"3716-9018","Haiti",,,,,,
"Organisation des Techniciens pour le Developpement du Sud","OTDS",,,"Pierrot Bellance","Rue Nicolas Géffrard/Cayes",,"425-4932","Haiti",,,,,,
"Association des Jeunes Pensant pour le Developpement de l'Artibonite","AJPD'ART",,,"Dangervil Sylvil Géffrard","Rue Nisage Saget, St Marc # 45",,"3817-1530","Haiti",,,,,,
"Organisation Force Unifée des Citoyens de l'Artibonite pour le Developpement Socio-Economique","FUCADSE",,,"Jean Mary _____","Rue Nissage Saget # 4, Saint-Marc, Haiti",,,"Haiti",,,,,,
"Association des Haitiens Vivant à l'Etranger pour le Developpement","AHVED",,,"Patrick Astin","Rue Normil Charles # 4, Saint-Marc",,"279-0549","Haiti",,,,,,
"Mouvement Associé pour le Developpement et la Reconstruction de l'Environnement du Nord'Ouest","MADRENO",,,"Alin Alescar","Rue Notre Dame # 43, Port-de-Paix",,"2268-6758","Haiti",,,,,,
"Association des Jeunes Solidaires pour la Beauté de Jean -Rabel","ASBJ",,,"Voltaire Johnson","Rue Notre Dame de Paix, Local Radio Fidélité",,"3664-5943","Haiti",,,,,,
"Groupe d'Action pour la Concorde et l'Encadrement des Enf ants Démunis d'Haiti","GRACEEDH",,,"Juin Erick","Rue Numa Rigaud, 1ere impasse Brustol # 1",,,"Haiti","Children & Youth",,,,,
"Rassemblement National des Etudiants et Universitaires Haitiens","RANEUH",,,"Smith Mathurin","Rue O. Dur an, Local Institution Louis Pasteur "" Renouvellement1""",,"3720-4139","Haiti","Education",,,,,
"Organisation pour le Developpement de Miriani/O","ODM/O",,,"Jean Jelaime","Rue ODM # 3",,,"Haiti",,,,,,
"Groupe d'Haitiens Economiste pour la Recherche et le Developpement","GHERDE",,,"Mario Forteus","Rue Oswald Durand # 103",,,"Haiti",,,,,,
"Misyon pou yon Nouvel Ayiti Toma","MINAT",,,"Datty James Doreliens","Rue Oswald Durand ( Bloc Salomon) # 170",,"3442-4271","Haiti",,,,,,
"Association des Gestionnaires en Santé de l'Université d'Etat d'Haiti","AGS/UEH",,,"Michel Salmave","Rue Oswald Durant # 89",,"224-1412","Haiti",,,,,,
"Commission pour l'Evolution et la Vulgarisation des Droits de l'Enfant","CEVDE",,,"St Leyr Esther","Rue P Baptiste # 16",,"746-3806","Haiti","Children & Youth",,,,,
"Vocation pour un Avenir Meilleur","VOCAM",,,"________________","Rue Panamericaine # 83",,"445-7217","Haiti","Education",,,,,
"Centre de Recherche en Education pour le Developpement","CRED",,,"Wildenes Etienne","Rue Panamericaine, Tiburon "" Renouvellement1""",,"3773-0330","Haiti",,,,,,
"Oganizasyon Fanm Peyizan Ba-Latibonit","OFPBL",,,"Mme Rosenie Belvius","Rue Paul E. Magloire # 96, Petite Rivière de l'Artibonite",,"449-3760","Haiti","Women's Programs",,,,,
"Chambre de commerce, d'Industrie et de Professions du Centre","CCIPC",,,"Dr Eliodor Clervil","Rue Paul Eugène Magloire, Hinche",,"3772-1454","Haiti",,,,,,
"Association Tèt Ansanm Anpil Men Chaj pa Lou","ATAMACH-CENTRE",,,"Charlotin Lucien","Rue Paul Eugeune Magloire",,,"Haiti",,,,,,
"Association des Tecniciens Modernes de la cité Militaire","ATMCM",,,"Julio Julien","Rue Paul Moral, imp Godson # # 34",,"718-0175","Haiti",,,,,,
"Eye Care Haïti ","ECH",,,"Mireille JOLICOEUR         Marcelle MALARY","Rue Paul VI, Ecole St. Vincent, BP.1319, P-au-P,  BP.13304, Delmas",,"222-6085 ","Haiti","Health",,,,,
"Centre Haitien de Recherche sur la Violation des Humains","CEHRVIDHU",,,"Noël Ossène","Rue Pavée # 109 1ere etage",,"487-4523","Haiti","Human Rights",,,,,
"Association des Femmes pour le Progrès Familiale","AFEM-PRO-FAM",,,"Verlie Mathile","Rue Pavée # 12",,"3783-2280","Haiti","Women's Programs",,,,,
"Fondation Charlotin Marcadieu","FONCHAM",,,"Jn Poix Simon","Rue Perondin # 9, Marchen Dessalines",,,"Haiti",,,,,,
"Tèt Ansanm pou Avansman Gran Gwav","TAAGG",,,"Polisca Guytepson","Rue Petion # 22",,,"Haiti",,,,,,
"Mutuelle Scolaire pa Nou","MUSPAN",,,"Giberte Salomon","Rue Plamiers prolongée # 50, Cité Raymond bloc Petit Place Cazeau "" Renouvellement""",,"2511-0985","Haiti",,,,,,
"Centre d'Action pour l'Integration et le Developpement des Enfants de Rue","CENTRAIDER",,,"Pierre Orel Dalexis","Rue Renocule, Boulvard Toussaint louverture, Delmas Haiti",,"704-1908","Haiti","Children & Youth",,,,,
"Comité de Relèvement Bas Grand'rue","CRBG'R",,,"Poulard Hyppolite","Rue republicaine # 13",,"2287-0695","Haiti",,,,,,
"Institut René Victor","IRV",,,"Gary Victor","Rue Rigaud Pétion-Ville # 25",,"3483-7001","Haiti","Education",,,,,
"Centre de Techniques Agro-Energetiques","CTAE",,,"Lucien RIGAUD","Rue Rigaud, Morne Calvaire,        P-V",,"257-7441","Haiti","Agriculture, Environment",,,,,
"Volontaires Initiatives de Développement Economique et Social ","VISES",,,"Guido D'ELIA","Rue Rival, Cap-Haïtien",,"262-1048","Haiti","Education",,,,,
"Les Rivanordais et l'Avancement de leur communauté","RIVACOM",,,"Dr Robert R. Josep Agr.DvM","Rue Rivière # 4",,"2245-0964","Haiti",,,,,,
"Cercle des Habitations du Canapé-Vert pour le Developpement Durable","OCHACDDU",,,"Jean Presner Auguste","Rue Rivière # 6, Canpé-Vert",,"3653-6587","Haiti",,,,,,
"Reseau National des Pasteurs pour le Developpement Durable","RENAPADD-HAITI",,,"Past Jeunes Wismond","Rue Romain # 12, Delmas 33",,"3454-2518","Haiti",,,,,,
"Fond d'Aide aux Demunis Canada-Haiti","FADECH",,,"Charles Martin","Rue Roseline Vaval # 14",,"3412-4145","Haiti",,,,,,
"Mouvement pour le developpement de Coquillot","MODECON",,,"Jules Ruclais","Rue Roussier prolongée, zone Nazon, Bas coquillo # 3",,"759-0354","Haiti",,,,,,
"Organisation des Jeunes Evolutionnaires Haitiens pour la Relance Intellectuelle d'Haiti","OJEHRIH",,,"Davilmar Jenel","Rue Rouzier # 58, Nazon",,"3415-7979","Haiti","Education",,,,,
"Organisation l'Equipe de Rêve pour une nouvelle Haiti/Dream Team for a New Haiti","EREVE",,,"Rev Sylvio Dieudonné","Rue Roy # 8",,"3750-1712","Haiti",,,,,,
"Association Chretienne pour la Recherche d'une Jeunesse Morale et Educative","ACREJME",,,"Dade Price Jacquy","Rue Roy Laraque # 16",,"3875-1408","Haiti","Education",,,,,
"Fonds Organisationnels pour une Civilisation Massive au Developpement Economique et Social","FOCIMDES",,,"César Anos","Rue Saint François # 6, Cité mulitaire",,"3501-6905","Haiti",,,,,,
"Fanm K'ap Defann Interè Sodo","FDIS",,,"Dericé Lamerie / Coord.","Rue Saint Jean # 60",,"3927-2170","Haiti","Women's Programs",,,,,
"Association Quartier de Saint Martin 777","AQSM",,,"Jean Lercy Luc","Rue Saint Martin # 122",,,"Haiti",,,,,,
"Fanm Mate Ayibobo Brav","FAMAB",,,"Elitane Atelus","Rue Saint Martin # 44 P-au-P",,"3223-5529","Haiti","Women's Programs",,,,,
"Organisation pour le Developpement et le Solidarité de la Sirconscription la Victoire, Pignon, Ranquite","ODSCL",,,"Saint-Fleur Johny","Rue Sainteté, la Victoire # 48",,"3684-1289","Haiti",,,,,,
"Mobilisation Fraternelle pour le Développement","M.F.D/Pétion-Ville",,,"Mulatre Anthena Pucceide","Rue Saint-Louis, Rte de Frères",,"3710-3498","Haiti",,,,,,
"Organition des Jeunes Democrates Populaire pour la Propreté","OJDPP",,,"Léonard Frantz","Rue Saint-Martin Angle Canal Rock-Feller # 65",,,"Haiti",,,,,,
"Société Alternative du Nord'Ouest","SANO",,,"Abner Simon","Rue Saint-Michel # 10, Bassin Bleu",,"3872-0916","Haiti",,,,,,
"Foyer Socio-Educatif des Jeunes","FOSEJ",,,"Jean-Claude Pierrot","Rue Sanit Martin prolongée # 374, Solino",,"3527-2576","Haiti","Education",,,,,
"Feed The Children Europe / Children's Aid Direct","FTC",,,"Aliou KANE","Rue Sapotille, Imp. Ducarmel # 47,       P-au-P",,"245-4904","Haiti","Agriculture",,,,,
"Groupe de Juristes Mobilsés pour le respect des Droits Humains","GJMRDH",,,"Pierre Nerva Labranche","Rue Savana # 101A, Saint-Marc",,"549-0889","Haiti","Human Rights",,,,,
"Centre des Philantropes pour l'Encadrement des Personnes Deshéritées","CPEPD",,,"Jeanty Wesly","Rue Seminaire Baptiste Haut Limbé # 29",,"3580-4073","Haiti",,,,,,
"Foyer Eclosion","FECLO",,,"Deris J. Allrich","Rue Senghor, Nazon # 4",,"3742-7351","Haiti",,,,,,
"Kiwani Club International","KCI",,,"Thermodor Thoni C.","Rue Seon Nan Narcisse, Nerette",,,"Haiti",,,,,,
"Association des Patriotes Conséquents pour l'Intégration Sociale","APCIS",,,"Wilner Abellard","Rue Sicot # 1, Carrefour feuilles",,,"Haiti","_______________-",,,,,
"Centre d'Action Pédagogique pour le Developpement","CAPED",,,"Jean Daniel Dieudonné","rue Sicot imp. Regale # 59",,"3423-8852","Haiti",,,,,,
"Plan d'Action Organisationnel Contre la Misère de la Population Haitienne","PAOCMIPH",,,"Oscha Paul zacharie","Rue Sicot prolongée 39, Carrefour-Feuilles",,"435-8726","Haiti",,,,,,
"Prévention à la Délinquance pour le Bien être des Enfants Vulnerables","PREDEBEV",,,"Jean Arsène","Rue Sicot, imp. De l'Amitié # 67",,"3923-1194","Haiti","Children & Youth",,,,,
"Regregroupement des Estériens pour le Developpement","RED",,,"Berry Charles","Rue Simon # 10",,"478-2115","Haiti",,,,,,
"Cooperation Haitiano Neerlandaise ","COHAN",,,"Zucchi OLIBRIGE       Gérard MARTINEAU","Rue Soleil, Parc Industriel, BP.2395,        P-au-P ",,"245-6158","Haiti","Health, Agriculture, Education",,,,,
"Plan d'Organisation Social de Marin","PLOSOM",,,"Anthony Victor","Rue St André # 7, Maria 37 La Plaine",,"3405-48-9","Haiti",,,,,,
"Coordination Nationale pour le Developpement","CND-B6",,,"Jean Philippe Gary","Rue St Anne # 44",,"453-9826","Haiti",,,,,,
"Collectif pour le Redressement de Dondon","COREDON",,,"Hermogène Daniel","Rue St Augustin, Dondon, Haiti",,"745-9705-","Haiti",,,,,,
"Organisation des Jeunes Progressistes en Mission Educative","OJPME",,,"Pruntemps Emmanuel","Rue St Come # 11",,"3561-7032","Haiti","Education",,,,,
"Groupe Laloz Band","GLB",,,"Willy Jean Michel","Rue St come # 32",,"3502-9677","Haiti","Arts & Culture",,,,,
"Association Nationale d'Assainissement des Villes et des Plages d'Haiti","ANAVIPH",,,"Jean Reynold Berjuste","rue St Honoré",,"3694-5431","Haiti",,,,,,
"Association des Jeunes de Grand Rue pour la Promotion de l'Environnement","AJGPE",,,"Charlotin Alix","Rue St Honoré # 12 à l'interieur",,"3931-9625","Haiti",,,,,,
"Centre de Refléxion pour l'Implantation du  Civisme en Haiti et de l'Education Professionnel","CRICHEP",,,"Stania Renard","Rue St Honoré # 84",,"3448-0984","Haiti",,,,,,
"Organisation Laurent Férou pour la Production Cotelaise","OLFPC",,,"Rosette Gasemar","Rue St Hugue Turgeau Apt I "" Renouvellement""",,"3709-4754","Haiti",,,,,,
"Union des Truviens","UNIDET",,,"Casimir Louis","Rue St Jacques# 22, Trou du Nord",,,"Haiti",,,,,,
"Association Jeunesse de la 1ere Eglise Baptiste","AJEPEBA",,,"Alince Bastien","Rue St Jacques, Acul du Nord, Haiti",,,"Haiti",,,,,,
"Organisation des Jeunes pour le Développement Economique de Léogâne","OJDEL/SUD'OUEST",,,"Chuac Fréderick / Coord.","Rue St Laurent # 09",,,"Haiti",,,,,,
"Copnbite des Jeunes Progressistes de Saint Martin","CJPSM",,,"Joseph molder","Rue St Martin # 205",,"3769-8133","Haiti",,,,,,
"K_Meroun Band","ONELOVE",,,"Robino Emmanuel","Rue St Martin # 294",,"3481-6857","Haiti","Arts & Culture",,,,,
"Organisation des Jeunes Progressistes de Solino","OJEPS",,,"Civil Jacnel","Rue St Martin prol. # 325 à l'étage",,"3731-2806","Haiti",,,,,,
"Réseau des Jeunes Combattants Intégrés pour le Développement","RECDIJ",,,"Louis  Marc Donald / Coord.","Rue St Martin prolongée # 74",,"3624-2172","Haiti",,,,,,
"Oganizasyon jèn pou Progrè Sen Maten","OJPPSM",,,"Lacroix Roger","Rue St Martin, La cour Barozi # 65",,"3565-5762","Haiti",,,,,,
"Vision des Citoyens Progressistes pour le Developpement / H","VCPD/H",,,"Cléophat Cléus Antonio","Rue St Martin, ruelle Anglade # 32",,"3464-5736","Haiti",,,,,,
"Union des Pasteurs d'Oriani pour le Developpement Agricole ( Fonds-verettes)","UPODA",,,"Athzard Cassagnol","Rue St Paul, Oriani",,"716-7357","Haiti","Agriculture",,,,,
"Organisation des Femmes Vaillantes pour le Developpement de Jean Rabel","OFVDJR",,,"Jean Marie Javelina","Rue St Pierre # 10",,"765-2252 ","Haiti","Women's Programs",,,,,
"Organisation Sociale pour l'Avancement du Peuple Haitien","OSAPH",,,"__________","Rue St Preux prolongée, Peguy-Ville, à côté de l'église St Chabel",,"3428-6341","Haiti",,,,,,
"Collectif pour la Promotion de la Personne et de developpement","CPPD",,,"Frantz salvant","Rue St Ursule Trou du Nord",,"560-1190","Haiti",,,,,,
"Initiative Citoyenne pour le Developpement de Léogâne","ICDL",,,"Gérard Antoine","Rue St Yves",,"3676-3212","Haiti",,,,,,
"Komite Dlo Ticheri","KDT",,,"Jean Clement Mizaine","Rue St. Martin Prol. # 51",,"408-4135","Haiti",,,,,,
"Autre Vision pour Avancer","AUVIA",,,"______________","Rue st. Martin Prol. Cité Marc # 27",,"420-8957","Haiti",,,,,,
"Comité de la Place Ste Anne Morne à Turff","COPLAZA",,,"Joseph Pierre Paul","Rue Ste Anne # 46",,,"Haiti",,,,,,
"Fonds Assistances Sociales pour le developpement Integral de l'Education en Haiti","FASDIEH",,,"Thermidor Ulrick","Rue Stenio Vince, rte de Kenscoff, Petion-ville",,"739-7835","Haiti",,,,,,
"Visionnaires Progressistes en Action","VIPAC",,,"Papote Pierre Richard","Rue Stenio Vincent # 131( Croix des Bouquets)",,"646-4692","Haiti",,,,,,
"Comité d'Organisation et de Développement de gros-Morne","CODGMO",,,"Ludovic Roland Toussaint / Président","Rue Stenio Vincent # 149 "" renouvellement 1""",,"3614-8612","Haiti",,,,,,
"Association des Jeunes pour la Culture et l'Avancement de la Grand-Anse","AJCAGA",,,"Laurent Raynol","Rue Stenio Vincent # 18, Grand'Anse",,"3603-7396","Haiti","Arts & Culture",,,,,
"Organisation des Hommes Dévoués pour l'Avancement des Cayes Jacmel","OHDACAJ",,,"Désiral Tony","Rue Stenio Vincent, Barrière Dufortin",,,"Haiti",,,,,,
"Centre d'Etude Noyau du  Savoir","CD'NS",,,"Exantus Jean Sony","Rue Stenio Vincent, Carrefour  New York",,,"Haiti","Education",,,,,
"Association des Artisants /Agriculteurs de Cayes-Jacmel","ASACAJ",,,"Louis Jean Magloire","Rue Stenio Vincent, Cayes-Jacmel",,,"Haiti","Economic Development",,,,,
"Reseau Communautaire de Developpement de Gros-Morne","RCDG",,,"Lunique Puident","Rue Stenio Vincent, Gros-Morne Haiti",,"401-6588","Haiti",,,,,,
"Konbit Zòn Kafou-Fèy","KOZ-KAFOUFEY",,,"Pierre-Louis Widelson","Rue St-Gérard # 25",,"449-3132","Haiti",,,,,,
"Association Quatier de Saint Martin","AQSM777",,,"Naré Edner","Rue St-Martin # 87, Place de la Paix",,"757-5920","Haiti",,,,,,
"Comité de Services civiques de St Martin","CSCSM",,,"Pierre Richard Dufresne","Rue St-Martin 90 et 98",,"3689-4460","Haiti",,,,,,
"Academie d'Echecs Haica","HAICA",,,"Sabine Bonnet","Rue Sylvain Salnave # 16, Delmas 29",,"580-0023","Haiti","Arts &Culture",,,,,
"Mouvement des Femmes de Solino pour l'Emancipetion de la Femme Haitienne","MOFESEFH",,,"Antoine Delaure","Rue Sylvio-Cator, Delmas 24",,"3829-8460","Haiti","Women's Programs",,,,,
"Titanic RARA","TTNR",,,"Jerôme Léander / Président","Rue T. Brutus # 8 à l'interieur",,"3492-0441","Haiti","Arts & Culture",,,,,
"Groupement des Petits Tailleurs de l'Ouest pour le developpement de la Couture et Rcherche des Contrats","GTOD",,,"__________________","Rue Tamarin # 21, Santo 21 B Croix des Bouquets",,"773-1778","Haiti",,,,,,
"Association Nationale des Maires Frontaliers","ANMF",,,"Delva Souverne Jean","Rue Tamarin # 26, Thomonde",,"468-0062","Haiti",,,,,,
"Groupe Samba the Best Band","GSTBB",,,"André Laguerre","Rue Tiremasse # 323 ( Bel-Air)",,"3873-2895","Haiti","Arts & Culture",,,,,
"Organisation pour la Promotion Sociale des Enfants Démunis","OPSED",,,"Milhomme Julien","Rue Titus, Carrefour # 5",,"446-0954","Haiti","Children & Youth",,,,,
"Association des Pecheurs Integrés de Belle-Anse","APIB/SUD",,,"Sanon Camille","Rue Toussaint Belle-Anse # 30",,"3720-1420","Haiti","Agriculture",,,,,
"Organisation Mains Contrées pour le Developpement du Sud","OMCDS",,,"Gilet Jean Riyaubert","Rue Toussaint Louverture # 137, Cayes Haiti",,"286-0758","Haiti",,,,,,
"Inyon Fanm Aktiv pou Devlopman Komin Sèka la Sous","INIFADEKS",,,"Gladys Honoé","Rue Toussaint Louverture # 2",,"277-9210","Haiti","Women's Programs",,,,,
"Organisation Tête Ensemble pour le Developpement de Marre Roseau","OTEDEM",,,"Adansy Jean Silus","Rue Toussaint Louverture # 35, Croix des Bouquets",,"715-4788","Haiti",,,,,,
"Organisationsage Partisant de la Réflexion Desdunienne","PADRES",,,"Lovely Philippe / Président","Rue Toussaint Louverture # 52",,,"Haiti",,,,,,
"Mouvement Nationale des Agriculteurs Haitiens","MONAH",,,"Etienne Erissé","Rue Toussaint Louverture # 69 Village Solidarité "" Renouvellement""",,"722-0029","Haiti","Agriculture",,,,,
"Fondation Terre des Hommes ","FTH",,,"M. Ludovic QUEUILLE","Rue Toussaint Louverture, les Cayes                               tdhcayes@hotmail.com",,"286-0078 ","Haiti","Health",,,,,
"Association de la Jeunesse Chretienne pour la Promotion des Groupes Evangeliques en Haiti","AJCPGEH",,,"Elistin Olus","Rue Tunel # 14 Int. Carrefour-Feuilles",,"476-4941","Haiti","Arts & Culture",,,,,
"Mouvman Ayisyen konsekan Kafoufèy","MOUVAKAK",,,"Josepf Yvon","Rue Tunnel prolongée # 79, Bloc Miron",,"3716-6207","Haiti",,,,,,
"Organisation Patriotique pour le Developpement","ORPDEV",,,"Sagesse Jn Wesly","Rue Vacomi # 36, Belvil, rte de Frères",,"568-3930","Haiti",,,,,,
"Centre de Formation et de Promotion de l'Homme","CEFOPROH",,,"Hungnette Saint Fleur","Rue Vaillant # 62",,"244-2042","Haiti",,,,,,
"Konbit Nasyonal pou Apiye Fanm Ayisyen","KONAFA",,,"Guillaume Lafontant","Rue Vilmenay # 35",,"3914-9415","Haiti",,,,,,
"Groupe solidarité et d'Action pour le Developpement de l'Environnement","GSADE",,,"Jean François Dumeny","Rue Vulcain, projet Drouillard, rte Nle # 1",,"935-5720","Haiti",,,,,,
"Solidarité Fanm Ayisyen","SOFA",,,"Carole P.Paul Jacob","rue Vulmenay # 9 Bois Verna",,"2244-7115","Haiti","Women's Programs",,,,,
"Association des Handicapés et des Viellards","ADHEV",,,"Clement Mynianique","Rue, Borgella # 239 "" Renouvellement""",,"3493-5463","Haiti",,,,,,
"Organisation des Citoyens pour le Relèvement Local","OCREL",,,"Gilot Jural","Rue, Capois #177, Port-au-Prince",,"3421-1094","Haiti",,,,,,
"Initiave des Jeunes de Petit-Gôave","IJP",,,"Evens Ignace","Rue, Republique # 79, Petit-Gôave",,"3586-0534","Haiti",,,,,,
"Organisation des Jeunes Fort Dauphinois pour l'Epanouissement du Nord'Est","OJEFENE",,,"Fortuné Pautynsky","Rue, St Charles, # 76",,"3441-4719","Haiti",,,,,,
"groupe d'Action pour le Developpement de Fond des Blancs","GRADEF-SUD",,,"Erilant Peltrop","Rue, St Gérard, Dugué Fond des Blancs 9eme section Aquin",,,"Haiti",,,,,,
"Grande Rassemblée des Parlementaires Fictifs Haitiens","GRAPFH",,,"Paul Marie Immicula Yolène","Ruelle # 54,",,"3741-1997","Haiti",,,,,,
"Unité des Missionnaires Evangeliques pour le Progrès des Paysans","UMEPA",,,"Badio Jean Romain","Ruelle B. Namorive impOlivier # 7",,,"Haiti","Arts & Culture",,,,,
"Union des Citoyens pour la Défense des Droits des Jeunes","UCDDJ",,,"Henry Rinald / Coord.","Ruelle Barthélemy # 35, bas Delmas, village de la Paix",,"3409-7151","Haiti","Human Rights",,,,,
"Organisation Mouvement de la Jeunesse Haitienne pour la Paix","OMJHP",,,"Laguerre Cherisma","Ruelle Boisrond # 37 P-au-P Haiti",,,"Haiti",,,,,,
"Association des jeunes Phares de Carrefour-Feuille","AJPCF",,,"Octave  Jean Pierre","Ruelle Bouchette # 2 bis",,"223-4551","Haiti",,,,,,
"Servir avec Véhémence la Société","SVS",,,"Gilma Jean-Bart","Ruelle Bòzò # 13, Route nationale # 1",,"3762-4995","Haiti",,,,,,
"Flambeau d'Haiti pour l'Avancement Culturel","FHAC",,,"Louis Gentz","Ruelle brédy # 44",,"3409-6873","Haiti","Arts & Culture",,,,,
"Organisation Philantropique pour l'Ancadrement des Personnes Desheritées","OPEPED",,,"Turgeau Alexis","Ruelle Bredy Carrefour-Feuilles# 13A",,"224-3840","Haiti",,,,,,
"Organisation de Support et d'Entraide aux Enfants Démunis d'Haiti","OSEDEH",,,"Henry Jean Luttevic","Ruelle Cameau # 17",,,"Haiti","Children & Youth",,,,,
"association desJeunes de la Grand-Anse pour le Developpement Durable","RJGDD",,,"Tanisma Clairvil","Ruelle Caravelle # 88 Nazon",,"3661-5533","Haiti",,,,,,
"Mouvman Jèn Popilè Kafou","MJPK",,,"Corneille francius","Ruelle Casimir # 35,",,"3420-3144","Haiti",,,,,,
"Rezo Fanm, Kominote pou la Pè","RFKPL",,,,"Ruelle Chretien et Shalom # 5",,,"Haiti","Health",,,,,
"Philanthrope Fan Club","PFC",,,"Wilner Richard","Ruelle D. Estimé, Fort National # 35 à l'interieur",,"723-1080","Haiti","Arts & Culture",,,,,
"Organisation des Penseurs pour le Developpement d'Haiti","OPEDHA",,,"Fréro Edouard","Ruelle Ebex # 6 Carrefour-Feuilles",,"716-3244-","Haiti",,,,,,
"Organisation Haitienne pour le Développement","ORHADEV/NORD",,,"Elizé Alphonse / Coord.","Ruelle EDH prolongée",,,"Haiti",,,,,,
"Organisation Progressistes des Femmes des Gonaives","OPFG",,,"Joseph Marie René","Ruelle Elysée",,,"Haiti","Women's Programs",,,,,
"Centre de Formation et de Restauration","CEFOR",,,"Louis Myldreed","Ruelle Estimé # 65, Fort National",,"3831-9622","Haiti",,,,,,
"Association pour le Developpement Durable d'Haiti","ADDH/NORD",,,"Reynold Decius","Ruelle Gerard Breda",,"463-5826","Haiti",,,,,,
"Organisation de la femme de Petite-Anse","OFEP-NORD",,,"Pierre Louis Mirlide","Ruelle Immaculée à l'Ecoler Nationale de Petite-Anse",,,"Haiti","Women's Programs",,,,,
"Troupe K-Re Majik","TKM",,,"Desir Julien Herley","Ruelle Jeremie rue Charbonnière # 12 Delmas 13",,"726-8448","Haiti","Arts & Culture",,,,,
